frame.time_relative,frame.len
55.502903000,269
55.503181000,244
55.510846000,118
55.511139000,186
55.511623000,269
55.511834000,244
55.607158000,66
55.607354000,66
55.608673000,54
55.608807000,291
55.610478000,255
55.610758000,54
55.610884000,54
55.610965000,54
55.617150000,66
55.617312000,66
55.618700000,54
55.618744000,370
55.619436000,1514
55.619444000,240
55.621974000,54
55.622292000,54
55.622400000,54
55.622464000,54
55.622801000,66
55.622934000,66
55.624524000,54
55.629000000,1514
55.629008000,149
55.629157000,54
55.630082000,1514
55.630089000,179
55.630241000,54
55.630389000,54
55.630455000,54
55.630510000,54
55.699869000,269
55.700148000,244
55.720481000,76
55.720746000,92
55.722453000,66
55.722606000,66
55.722747000,54
55.723135000,127
55.723558000,306
55.723760000,298
55.724050000,366
55.747125000,66
55.760485000,220
55.761053000,463
55.761532000,787
55.765855000,159
55.766519000,176
55.766754000,138
55.767785000,178
55.767988000,130
55.777253000,186
55.777555000,210
55.785485000,162
55.785679000,154
55.786459000,330
55.786662000,138
55.788110000,171
55.788256000,254
55.788490000,290
55.788910000,234
55.789185000,230
55.789451000,378
55.790001000,290
55.790406000,238
55.790746000,258
55.791128000,218
55.791302000,246
55.791668000,218
55.791802000,316
55.792197000,258
55.792401000,230
55.792904000,218
55.793328000,226
55.793710000,886
55.793883000,226
55.795736000,418
55.797124000,222
55.797511000,238
55.798159000,342
55.798552000,226
55.798959000,222
55.799220000,218
55.799364000,222
55.799708000,218
55.800205000,222
55.800430000,218
55.800929000,222
55.801245000,218
55.801411000,146
55.801556000,182
55.812084000,66
55.812349000,66
55.812762000,54
55.812913000,214
55.813184000,162
55.813409000,222
55.813665000,226
55.814811000,66
55.814978000,66
55.815643000,54
55.816033000,66
55.816177000,66
55.816447000,54
55.816527000,1514
55.816536000,322
55.816601000,54
55.817374000,1514
55.817383000,305
55.818397000,54
55.818512000,54
55.818617000,54
55.818702000,54
55.818731000,1514
55.818740000,686
55.818815000,54
55.819404000,338
55.819769000,274
55.820039000,159
55.820402000,322
55.820601000,258
55.820802000,322
55.821131000,434
55.822346000,322
55.822603000,418
55.822794000,194
55.822930000,194
55.825193000,222
55.825409000,322
55.833734000,66
55.833978000,66
55.834108000,54
55.834204000,294
55.834515000,78
55.834581000,54
55.834989000,66
55.835058000,54
55.835123000,54
55.835135000,66
55.835258000,54
55.835300000,54
55.839815000,66
55.850972000,310
55.851366000,128
55.851543000,366
55.851737000,196
55.852253000,66
55.852402000,66
55.852951000,54
55.853035000,1514
55.853044000,287
55.853119000,54
55.853947000,1514
55.853956000,251
55.854438000,54
55.854564000,54
55.854666000,54
55.854772000,54
55.854851000,66
55.854941000,66
55.854974000,66
55.855074000,54
55.855179000,1514
55.855187000,97
55.855274000,54
55.855496000,1514
55.855504000,126
55.855716000,54
55.855828000,54
55.855934000,54
55.855996000,54
55.856146000,1514
55.856154000,1514
55.856159000,531
55.856272000,54
55.857962000,314
55.858377000,178
55.858701000,138
55.858937000,178
55.859095000,322
55.860690000,312
55.861046000,244
55.871796000,66
55.887857000,66
55.966533000,222
55.966947000,322
55.967830000,66
55.968005000,66
55.968285000,54
55.968421000,214
55.968737000,162
55.969157000,246
55.969532000,90
55.969745000,314
55.970529000,98
55.971135000,206
55.971312000,130
55.973743000,334
55.974106000,174
55.975200000,1038
55.976322000,1086
55.997829000,66
55.997889000,66
56.312021000,66
56.312230000,66
56.314071000,54
56.314383000,404
56.314704000,1514
56.314711000,1405
56.316018000,54
56.316869000,1514
56.316876000,551
56.316988000,54
56.317701000,264
56.322888000,221
56.323211000,544
56.324204000,66
56.324339000,66
56.324491000,54
56.325595000,1514
56.325632000,577
56.325726000,54
56.326621000,264
56.327191000,230
56.327378000,212
56.327727000,232
56.327960000,206
56.328548000,646
56.328856000,108
56.371350000,66
56.371411000,66
56.670098000,97
56.670289000,54
56.670313000,54
56.670374000,54
56.673258000,97
56.673420000,54
56.673432000,54
56.673486000,54
58.989702000,72
59.064119000,193
59.098370000,66
59.160255000,58
59.160385000,54
59.186729000,252
59.186833000,54
59.297994000,1514
59.298002000,1358
59.298370000,1514
59.298378000,1361
59.300704000,54
59.318174000,212
59.318258000,54
59.319442000,141
59.319508000,54
59.383593000,449
59.383758000,54
59.398002000,92
59.398093000,54
59.456856000,92
59.456985000,54
59.503691000,613
59.503771000,54
59.513813000,755
59.513900000,54
59.513946000,727
59.513998000,54
59.514108000,92
59.514177000,54
59.642510000,207
59.645228000,54
59.654349000,316
59.655002000,54
63.565483000,382
63.565852000,130
63.571892000,250
63.572305000,130
63.606734000,66
64.063933000,234
64.064436000,298
64.064866000,146
64.065096000,182
64.090684000,66
66.434421000,126
66.434598000,126
66.435070000,126
66.435475000,126
66.435630000,54
69.023448000,86
69.193354000,205
69.199012000,66
69.367128000,58
69.367242000,54
69.368993000,247
69.369076000,54
69.534853000,1436
69.535604000,1514
69.535640000,1358
69.535723000,54
69.535875000,1514
69.535882000,666
69.536697000,54
69.550942000,212
69.551045000,54
69.683051000,105
69.706921000,656
69.707028000,54
69.844869000,1436
69.844998000,1436
69.845144000,54
69.845283000,1514
69.845295000,1358
69.845375000,1436
69.845427000,54
69.845661000,1436
69.845788000,54
69.845898000,1514
69.845911000,1358
69.846021000,54
69.846107000,1436
69.846332000,1436
69.846468000,54
69.846519000,1436
69.847853000,1514
69.847904000,1358
69.847939000,1436
69.848052000,54
69.848192000,626
69.887671000,54
70.070903000,66
70.071112000,66
70.071260000,54
70.073078000,214
70.073237000,162
70.073493000,222
70.073707000,226
70.075836000,66
70.076019000,66
70.076169000,54
70.076750000,1514
70.076758000,686
70.076892000,54
70.077423000,338
70.077963000,274
70.078208000,159
70.080045000,322
70.080287000,258
70.080585000,338
70.080928000,450
70.081202000,194
70.081371000,194
70.082597000,222
70.082827000,226
70.083197000,258
70.083375000,258
70.083625000,338
70.083893000,450
70.084130000,194
70.084272000,194
70.086418000,66
70.086553000,66
70.086694000,54
70.087291000,404
70.087583000,1514
70.087591000,1405
70.087716000,54
70.088485000,1514
70.088492000,577
70.088598000,54
70.089246000,264
70.089718000,203
70.090003000,227
70.090347000,208
70.090568000,185
70.090797000,202
70.090994000,238
70.093427000,66
70.093570000,66
70.093680000,54
70.094713000,1514
70.094721000,577
70.094800000,54
70.095455000,264
70.095891000,140
70.096163000,1514
70.096171000,1514
70.096175000,253
70.096292000,54
70.096431000,277
70.096676000,302
70.096936000,97
70.097069000,54
70.097156000,54
70.097287000,97
70.097288000,54
70.097396000,54
70.097550000,54
70.097622000,54
70.105117000,66
70.121056000,66
70.128829000,85
70.255172000,352
70.256250000,66
70.335298000,58
70.335782000,54
70.339646000,265
70.339772000,54
70.418134000,1514
70.418208000,1334
70.418278000,919
70.418620000,54
70.424346000,180
70.424425000,54
70.434002000,656
70.434080000,54
70.468290000,54
70.468460000,54
70.468546000,54
70.468706000,54
70.468801000,54
70.468856000,54
70.468920000,54
70.469060000,54
70.496900000,105
70.497383000,54
70.738034000,1038
70.738545000,54
70.799456000,54
70.799567000,54
70.800169000,54
77.654434000,71
77.685719000,92
77.898834000,87
77.899030000,320
77.900182000,66
77.901325000,66
78.014175000,58
78.014594000,54
78.018994000,272
78.019064000,54
78.044507000,66
78.085254000,1424
78.085361000,1424
78.085547000,54
78.085573000,1514
78.085582000,446
78.085718000,54
78.089496000,180
78.089574000,54
78.101771000,1514
78.101782000,1070
78.101873000,54
78.101900000,54
78.116682000,58
78.117170000,54
78.118062000,272
78.118207000,54
78.140275000,58
78.140611000,54
78.141924000,318
78.142048000,54
78.172716000,328
78.173162000,54
78.191739000,1424
78.192204000,54
78.195989000,1424
78.196441000,54
78.196628000,1410
78.196800000,54
78.197566000,550
78.197886000,54
78.200306000,180
78.200405000,54
78.200674000,1514
78.200684000,1072
78.200762000,54
78.200881000,54
78.335359000,1514
78.335383000,1334
78.335445000,1424
78.335696000,1424
78.336059000,54
78.336713000,1514
78.336771000,1334
78.336842000,1424
78.336906000,1424
78.337036000,54
78.337151000,1424
78.337209000,54
78.337298000,1424
78.337444000,54
78.340199000,1514
78.340234000,1334
78.340406000,54
78.340997000,1012
78.341009000,328
78.341144000,54
78.341196000,54
78.375077000,1424
78.375237000,54
78.375296000,1424
78.375340000,1424
78.375481000,1424
78.375490000,54
78.375602000,54
78.375735000,1424
78.375810000,54
78.375871000,1424
78.375940000,54
78.376033000,1424
78.376122000,54
78.376209000,1424
78.376260000,54
78.377619000,1514
78.377656000,1334
78.377744000,54
78.417506000,1424
78.417771000,54
78.418158000,1514
78.418170000,1334
78.418430000,54
78.418516000,1514
78.418543000,1334
78.418727000,54
78.418888000,1514
78.418930000,1334
78.418966000,1424
78.418980000,54
78.419084000,54
78.419183000,1424
78.419260000,1424
78.419324000,54
78.419604000,1514
78.419612000,1334
78.419857000,1424
78.420023000,1424
78.420029000,54
78.420110000,54
78.420225000,1424
78.420283000,54
78.420970000,1424
78.421464000,54
78.500667000,1424
78.501102000,54
78.501175000,622
78.501446000,54
78.622602000,1424
78.622700000,54
78.624096000,1424
78.624922000,54
78.624944000,1424
78.625053000,1424
78.625124000,54
78.625295000,1424
78.625381000,1424
78.625439000,54
78.625526000,1424
78.625607000,54
78.625718000,1424
78.625788000,54
78.625893000,1424
78.625983000,1424
78.626839000,1424
78.626939000,1424
78.627156000,1424
78.627320000,1424
78.627432000,1424
78.632614000,54
78.649824000,90
78.718673000,199
78.720550000,66
78.818578000,58
78.818743000,54
78.819551000,242
78.819625000,54
78.842225000,1424
78.842359000,54
78.842978000,1424
78.843193000,54
78.843811000,1424
78.843959000,1424
78.843966000,54
78.844039000,54
78.844231000,1514
78.844283000,1334
78.844463000,1424
78.845311000,1424
78.845366000,1424
78.845377000,54
78.845468000,54
78.845585000,1424
78.845706000,54
78.845765000,1424
78.845865000,54
78.847049000,1424
78.847187000,1424
78.847498000,1514
78.847506000,1334
78.847576000,54
78.847646000,54
78.847730000,1424
78.847806000,54
78.847871000,1424
78.847957000,54
78.849685000,1424
78.849992000,1424
78.850097000,1424
78.850209000,54
78.850280000,1424
78.850330000,54
78.850458000,1424
78.850568000,54
78.850657000,1424
78.850705000,54
78.850755000,1424
78.850834000,54
78.850922000,1424
78.850998000,54
78.852161000,1424
78.852235000,54
78.911760000,54
78.917974000,66
79.057118000,58
79.057574000,54
79.057935000,1514
79.057956000,1334
79.058276000,54
79.058379000,242
79.058509000,54
79.060108000,1424
79.060435000,54
79.060828000,1424
79.060971000,1514
79.060995000,1334
79.061055000,54
79.061221000,54
79.073784000,1424
79.074247000,54
79.074454000,1424
79.074675000,54
79.074700000,1514
79.074727000,1334
79.074916000,1424
79.075012000,1424
79.075079000,54
79.075143000,1424
79.075221000,54
79.075245000,1424
79.075362000,54
79.075561000,1424
79.075746000,1514
79.075760000,1334
79.075822000,54
79.075849000,1424
79.075960000,54
79.076113000,1424
79.076253000,54
79.076323000,1424
79.076436000,54
79.077585000,1424
79.077715000,1424
79.077759000,54
79.077865000,1424
79.077899000,54
79.078001000,54
79.079141000,1424
79.079177000,1424
79.079339000,54
79.079445000,1424
79.079514000,54
79.215477000,1424
79.215729000,54
79.216191000,1424
79.216335000,54
79.216361000,1514
79.216369000,101
79.216483000,54
79.220420000,147
79.220506000,54
79.251559000,81
79.251900000,160
79.294347000,1424
79.294853000,54
79.295046000,1424
79.295231000,1514
79.295252000,1334
79.295362000,1424
79.295455000,54
79.295594000,54
79.295700000,1514
79.295734000,1334
79.295779000,1424
79.295808000,54
79.295954000,54
79.296071000,1424
79.296144000,54
79.297060000,1514
79.297088000,1334
79.297128000,1424
79.297401000,1424
79.297457000,54
79.297488000,1424
79.297669000,54
79.297708000,1424
79.298065000,54
79.300554000,1424
79.300769000,54
79.301332000,1514
79.301346000,1334
79.301543000,54
79.301678000,1514
79.301691000,1334
79.301833000,54
79.343287000,1424
79.343491000,54
79.344014000,1424
79.344089000,1424
79.344207000,54
79.344517000,1514
79.344527000,1334
79.344641000,54
79.345359000,1424
79.345506000,1424
79.345666000,54
79.345743000,1424
79.345757000,105
79.345863000,1424
79.345974000,54
79.346035000,54
79.346129000,54
79.346611000,1362
79.346706000,54
79.346766000,1514
79.346775000,1514
79.346780000,1514
79.346785000,1514
79.346789000,1514
79.346794000,1514
79.346798000,1304
79.346837000,54
79.346872000,54
79.346897000,54
79.346919000,54
79.346940000,54
79.346963000,54
79.346985000,54
79.535113000,108
79.535229000,1424
79.535373000,54
79.535463000,1514
79.535472000,1334
79.535550000,54
79.535619000,54
79.535689000,1424
79.535739000,54
79.537605000,1424
79.537734000,54
79.537771000,1424
79.537898000,54
79.540808000,1424
79.540992000,54
79.541668000,1424
79.541802000,54
79.541828000,1424
79.541906000,54
79.542004000,1424
79.542066000,1424
79.542107000,54
79.542180000,54
79.543366000,1424
79.543499000,54
79.544033000,1424
79.544147000,54
79.544268000,1424
79.544347000,54
79.544375000,1424
79.544443000,54
79.544524000,1424
79.544636000,54
79.544697000,1424
79.544741000,54
79.545979000,1424
79.546078000,54
79.546107000,1424
79.546167000,54
79.546287000,1424
79.546354000,54
79.559873000,1424
79.560088000,54
79.560717000,1424
79.560877000,54
79.580269000,1424
79.580621000,54
79.581144000,1514
79.581195000,1334
79.581253000,1424
79.581365000,1424
79.581486000,54
79.581666000,54
79.582293000,1424
79.582396000,1424
79.582501000,54
79.582615000,1424
79.582665000,54
79.582755000,54
79.695335000,413
79.695790000,54
79.773032000,1424
79.773498000,54
79.773690000,1514
79.773712000,1334
79.773866000,1424
79.773950000,54
79.774081000,54
79.774088000,1424
79.774209000,54
79.775245000,1514
79.775259000,1334
79.775472000,1424
79.775558000,54
79.775721000,54
79.776356000,1514
79.776368000,1334
79.776619000,54
79.776678000,1514
79.776693000,1334
79.776818000,54
79.776956000,1424
79.777138000,1514
79.777152000,1334
79.777215000,54
79.777373000,54
79.780247000,1424
79.780437000,54
79.781077000,1424
79.781179000,1424
79.781267000,1424
79.781308000,54
79.781391000,1424
79.781478000,54
79.781765000,1514
79.781776000,1334
79.781969000,54
79.790396000,1424
79.790859000,54
79.791069000,1424
79.791313000,54
79.800377000,1424
79.800837000,54
79.801182000,1514
79.801205000,1334
79.801311000,1424
79.801460000,54
79.801491000,1424
79.801670000,54
79.801742000,1424
79.801977000,1514
79.801994000,1334
79.802004000,54
79.802220000,54
79.996318000,1424
79.996701000,54
79.997092000,1424
79.997239000,1514
79.997257000,1334
79.997400000,54
80.000156000,1424
80.000669000,54
80.001017000,1424
80.001095000,1514
80.001114000,1334
80.001158000,54
80.001254000,1424
80.001308000,54
80.001450000,1424
80.001580000,54
80.001640000,1424
80.001744000,1424
80.001761000,54
80.001910000,54
80.002548000,1424
80.002763000,54
80.002835000,1424
80.002975000,54
80.043394000,1514
80.043405000,1334
80.043593000,1424
80.043617000,54
80.043765000,54
80.044461000,1424
80.044650000,54
80.044709000,1514
80.044725000,1334
80.044812000,54
80.044902000,1424
80.045045000,1424
80.045096000,54
80.045220000,1424
80.045281000,54
80.045302000,1424
80.045372000,54
80.046255000,1514
80.046278000,1334
80.046427000,54
80.046452000,1424
80.046598000,54
80.046644000,1424
80.046683000,1424
80.046730000,54
80.046980000,1424
80.047124000,1424
80.047135000,54
80.047259000,54
80.050295000,1424
80.050513000,54
80.051151000,1424
80.051235000,1424
80.051373000,54
80.253040000,1424
80.253344000,54
80.253790000,1424
80.253850000,1424
80.254032000,54
80.254156000,1514
80.254188000,1334
80.254289000,54
80.255016000,1424
80.255223000,1424
80.255224000,54
80.255367000,54
80.256412000,1424
80.256565000,54
80.256646000,1514
80.256656000,1334
80.256735000,54
80.256876000,1424
80.256995000,54
80.257083000,1424
80.257171000,54
80.272808000,1424
80.273147000,54
80.273518000,1514
80.273531000,1334
80.273623000,1424
80.273812000,54
80.273902000,1424
80.273986000,54
80.275025000,1424
80.275129000,1424
80.275295000,54
80.275395000,1514
80.275404000,814
80.275513000,54
80.275660000,54
80.275727000,54
88.531350000,874
88.531432000,54
88.578795000,93
88.619345000,608
88.620252000,54
88.753313000,252
88.757133000,66
88.894891000,58
88.895079000,54
88.895414000,273
88.895486000,54
88.976654000,1424
88.976775000,54
88.976851000,1424
88.977127000,1514
88.977134000,446
88.977294000,54
88.978767000,180
88.978804000,54
88.979066000,852
88.979093000,54
89.056074000,328
89.056531000,54
89.130679000,228
89.130809000,54
90.482927000,54
90.483124000,54
90.483296000,54
90.483699000,54
94.092139000,55
94.092300000,66
112.046576000,78
112.173056000,170
112.178353000,66
112.237173000,58
112.237397000,54
112.238784000,239
112.238868000,54
112.346433000,1514
112.346453000,1334
112.346660000,1514
112.346679000,618
112.346992000,54
112.352696000,180
112.352794000,54
112.456329000,312
112.471183000,151
112.471284000,54
112.589560000,297
112.594981000,157
112.595104000,54
112.734717000,1424
112.735271000,227
112.735472000,54
112.736302000,54
112.737414000,66
112.801713000,58
112.802215000,54
112.802853000,239
112.803042000,54
112.895639000,1514
112.895659000,1334
112.895898000,1514
112.895915000,618
112.896117000,54
112.896368000,54
112.900145000,180
112.900245000,54
112.978480000,312
112.979694000,227
112.979832000,54
113.134498000,1424
113.134708000,1424
113.134893000,1424
113.135038000,1424
113.135058000,54
113.135156000,1424
113.135420000,54
113.136197000,1514
113.136257000,1334
113.136372000,1514
113.136387000,1334
113.136712000,54
113.137823000,1424
113.137977000,1424
113.138073000,1424
113.138313000,54
113.138369000,1112
113.138607000,54
113.142978000,173
113.143072000,54
113.359470000,736
113.361476000,74
113.404805000,54
113.452474000,169
113.453283000,66
113.534489000,58
113.534822000,54
113.535523000,235
113.535649000,54
113.615356000,1514
113.615375000,1334
113.615595000,1514
113.615612000,700
113.615939000,54
113.621500000,180
113.621597000,54
113.695428000,296
113.698839000,193
113.698966000,54
113.775068000,1424
113.775844000,1424
113.775956000,1424
113.776065000,1424
113.776149000,54
113.776339000,1424
113.776350000,54
113.776400000,1424
113.776523000,1424
113.776637000,1424
113.776656000,54
113.776813000,54
113.776923000,1413
113.825615000,54
113.857884000,85
113.858443000,54
113.858566000,54
113.860861000,85
113.860967000,54
113.860977000,54
113.861021000,54
116.545552000,128
116.545833000,196
116.546617000,269
116.546893000,244
116.680117000,66
116.680333000,66
116.680526000,54
116.682055000,214
116.682238000,162
116.682492000,222
116.682737000,226
116.684630000,66
116.684841000,66
116.685013000,54
116.685548000,1514
116.685559000,684
116.685674000,54
116.686316000,338
116.686781000,273
116.687115000,159
116.688733000,322
116.688996000,258
116.689471000,338
116.689860000,450
116.690161000,194
116.690349000,194
116.691462000,222
116.691737000,226
116.692164000,258
116.692386000,258
116.692672000,338
116.693018000,450
116.693296000,194
116.693489000,194
116.695027000,66
116.695197000,66
116.695298000,54
116.695670000,404
116.695991000,1514
116.696000000,1405
116.696161000,54
116.696876000,1514
116.696886000,575
116.697013000,54
116.697636000,264
116.698084000,203
116.698542000,227
116.698828000,208
116.699073000,185
116.699316000,202
116.699541000,238
116.701021000,66
116.701202000,66
116.701374000,54
116.702379000,1514
116.702388000,575
116.702508000,54
116.703208000,264
116.703648000,140
116.703953000,1514
116.703962000,1514
116.703967000,253
116.704119000,54
116.704283000,277
116.704571000,302
116.704821000,97
116.704979000,54
116.705022000,54
116.705087000,54
116.705158000,97
116.705351000,54
116.705375000,54
116.705497000,54
116.707863000,54
116.707976000,54
118.876638000,81
118.975811000,180
118.977360000,66
119.056867000,58
119.057253000,54
119.057803000,242
119.057886000,54
119.134042000,1424
119.134249000,1514
119.134327000,1320
119.134421000,1424
119.134576000,54
119.134817000,54
119.200156000,677
119.204305000,236
119.204429000,54
119.295560000,368
119.298433000,203
119.298538000,54
119.581729000,1514
119.581790000,1334
119.581894000,1424
119.582144000,1514
119.582233000,1334
119.582288000,54
119.582353000,1424
119.582472000,1424
119.582559000,1424
119.582599000,54
119.582765000,54
119.583923000,1514
119.583960000,1334
119.584152000,54
119.584240000,1424
119.584440000,1514
119.584492000,1363
119.584666000,54
119.584686000,1424
119.584803000,54
119.584850000,1424
119.638637000,54
119.694565000,1424
119.695374000,1514
119.695389000,1334
119.695421000,1424
119.695611000,1424
119.695681000,54
119.695719000,1424
119.695841000,54
119.696742000,1514
119.696752000,1334
119.696889000,1424
119.697002000,54
119.697032000,1424
119.697176000,54
119.697285000,1424
119.697371000,1424
119.697486000,54
119.697616000,1514
119.697625000,1334
119.697803000,54
119.713019000,1424
119.713699000,1514
119.713753000,1334
119.713852000,1424
119.714022000,1424
119.714099000,54
119.714805000,1424
119.714921000,1424
119.714964000,54
119.763878000,54
119.794568000,1424
119.795334000,1514
119.795380000,1334
119.795474000,1424
119.795514000,1424
119.795623000,54
119.795701000,1424
119.795844000,1424
119.795850000,54
119.796111000,1514
119.796123000,1334
119.796305000,54
119.796358000,1424
119.796503000,54
119.796547000,1424
119.796697000,1424
119.796791000,54
119.796825000,1424
119.796889000,1424
119.796986000,54
119.797166000,1424
119.797264000,1424
119.797384000,54
119.797511000,1424
119.797567000,1424
119.797639000,54
119.797816000,1424
119.799773000,1424
119.799866000,1424
119.799984000,54
119.826002000,1424
119.826209000,54
119.826767000,1424
119.859102000,1424
119.859440000,54
119.859841000,1514
119.859856000,1334
119.860059000,1424
119.860077000,54
119.860181000,1424
119.860340000,54
119.861013000,1424
119.864690000,1424
119.864897000,54
119.865601000,1424
119.871372000,1514
119.871395000,1334
119.871857000,54
119.872137000,1424
119.872465000,54
119.872925000,1424
119.877661000,1514
119.877722000,1334
119.878103000,54
119.880795000,1337
119.881249000,54
119.883162000,1424
119.883999000,1424
119.884381000,54
119.885873000,1424
119.886639000,1514
119.886714000,849
119.886844000,54
119.890515000,219
119.890608000,54
120.016222000,1424
120.016376000,1424
120.016454000,54
120.016487000,1424
120.016843000,1514
120.016860000,1334
120.016918000,1424
120.016987000,54
120.017100000,54
120.017156000,1424
120.017322000,1424
120.017440000,54
120.017483000,1424
120.017620000,1424
120.017711000,54
120.017745000,1424
120.019136000,1514
120.019141000,1334
120.019270000,54
120.019420000,1424
120.019476000,54
120.019584000,1424
120.019679000,1424
120.019739000,54
120.020506000,1424
120.020677000,1424
120.020768000,54
120.020857000,1424
120.021026000,1424
120.021115000,54
120.021851000,1424
120.021933000,1424
120.022017000,54
120.022153000,1424
120.023360000,1424
120.023468000,54
120.023529000,1424
120.023676000,1424
120.023781000,54
120.023836000,1424
120.023996000,1424
120.024121000,54
120.025308000,1424
120.025393000,1424
120.025495000,54
120.025666000,1424
120.025810000,1424
120.025889000,54
120.025986000,1424
120.040043000,1424
120.040352000,54
120.040689000,1424
120.040799000,1424
120.040913000,54
120.041049000,1514
120.041058000,1334
120.041202000,54
120.041869000,1424
120.042086000,1424
120.042175000,1514
120.042183000,357
120.042222000,54
120.042316000,54
124.107879000,55
124.108140000,66
125.048872000,76
125.212260000,156
125.212998000,66
125.300427000,58
125.300892000,54
125.301791000,237
125.301949000,54
125.455343000,1514
125.455404000,1514
125.455444000,424
125.455797000,54
125.458987000,180
125.459103000,54
125.615875000,296
125.618668000,149
125.618800000,54
125.704744000,1020
125.706142000,243
125.706250000,54
125.855156000,1424
125.855787000,452
125.855886000,1424
125.856023000,54
125.856049000,1424
125.856171000,54
125.856481000,1514
125.856508000,1514
125.856539000,601
125.856592000,224
125.857165000,54
125.939398000,1424
125.939965000,1424
125.940198000,1424
125.940273000,54
125.940410000,1514
125.940423000,1334
125.940630000,54
125.941290000,1424
125.941506000,54
125.942135000,1424
125.942266000,1424
125.942429000,54
125.943443000,1424
125.944371000,1424
125.944424000,1424
125.944534000,1424
125.944604000,54
125.944777000,54
125.944800000,1424
125.944873000,1424
125.944961000,54
125.946813000,1424
125.946916000,1424
125.946989000,54
125.947121000,1424
125.947376000,1424
125.947512000,54
125.953984000,1424
125.954766000,1424
125.954900000,54
126.095430000,1424
126.096144000,1514
126.096154000,1334
126.096373000,54
126.096480000,1514
126.096510000,1334
126.096594000,1424
126.096738000,54
126.096878000,1424
126.097006000,1424
126.097092000,54
126.097224000,1424
126.097341000,1424
126.097380000,1424
126.097408000,54
126.097691000,1424
126.097788000,54
126.097821000,1424
126.099260000,1424
126.099392000,1424
126.099432000,54
126.099617000,1424
