frame.time_relative,frame.len
126.099747000,1424
126.099791000,54
126.100539000,1424
126.100707000,54
126.101444000,1424
126.101517000,1424
126.101655000,54
126.102368000,1424
126.103688000,1424
126.103827000,54
126.103856000,1424
126.104647000,1424
126.104792000,1424
126.104813000,54
126.104931000,1424
126.105074000,54
126.105103000,1424
126.105265000,1424
126.105383000,54
126.105433000,1424
126.105584000,1424
126.105664000,54
126.105748000,1424
126.120023000,1424
126.120281000,54
126.122554000,1424
126.122697000,1424
126.122821000,1424
126.122851000,54
126.123024000,1424
126.123246000,54
126.124410000,1514
126.124425000,1334
126.124625000,54
126.124801000,1514
126.124852000,1334
126.125018000,54
126.177184000,1424
126.177872000,1424
126.178022000,54
126.178657000,1424
126.179964000,1514
126.179977000,1334
126.180306000,54
126.181599000,1424
126.181916000,54
126.182179000,1424
126.182333000,1424
126.182510000,54
126.187012000,691
126.191119000,278
126.191223000,54
126.323644000,1424
126.324450000,1514
126.324486000,1334
126.324773000,54
126.324778000,1514
126.324791000,1334
126.324946000,54
126.325091000,1514
126.325147000,1334
126.325243000,54
126.325333000,1424
126.325392000,1424
126.325394000,54
126.325595000,1424
126.325747000,54
126.328781000,1424
126.328996000,1514
126.329013000,578
126.329101000,1424
126.329297000,1424
126.329499000,1424
126.329508000,54
126.329860000,54
126.330184000,1424
126.330322000,1424
126.330441000,54
126.330564000,1424
126.330694000,1424
126.330802000,54
126.330830000,1424
126.331082000,1514
126.331109000,1334
126.331279000,54
126.342408000,1424
126.342730000,54
126.343041000,1446
126.343148000,1424
126.343367000,1424
126.343369000,54
126.343441000,1424
126.343552000,54
126.343687000,1424
126.343847000,1424
126.343979000,54
126.343981000,1424
126.344124000,1424
126.344215000,54
126.344294000,1424
126.344474000,1424
126.344615000,1424
126.344623000,54
126.344805000,1424
126.344934000,54
126.344989000,1446
126.345118000,1424
126.345225000,54
126.345797000,1424
126.346012000,1424
126.346113000,54
126.346209000,1424
126.346344000,1424
126.346412000,54
126.346510000,1424
126.346670000,1424
126.346751000,54
126.346875000,1424
126.347012000,1424
126.347143000,54
126.347182000,1424
126.347324000,1424
126.347442000,54
126.347487000,1424
126.389142000,54
126.404204000,1424
126.404913000,1424
126.405225000,54
126.405712000,1424
126.413325000,1424
126.413776000,54
126.413989000,1424
126.422579000,1424
126.423058000,54
126.423271000,1424
126.423427000,1424
126.423664000,1424
126.423667000,54
126.423762000,1424
126.424032000,54
126.424891000,1424
126.425015000,1514
126.425048000,483
126.425174000,54
131.622649000,77
131.963857000,246
131.965984000,66
132.096022000,58
132.096220000,54
132.096730000,238
132.096802000,54
132.176200000,1424
132.176339000,1424
132.176490000,54
132.176521000,1514
132.176529000,194
132.176668000,54
132.179060000,180
132.179149000,54
132.255679000,312
132.259151000,150
132.259287000,54
132.340028000,1514
132.340042000,1514
132.340064000,1244
132.340356000,1514
132.340371000,1334
132.340403000,54
132.340516000,1424
132.340648000,54
132.341975000,1514
132.342004000,1334
132.342072000,1424
132.342344000,54
132.343529000,1514
132.343545000,1514
132.343555000,1244
132.343843000,54
132.359973000,1424
132.360698000,1424
132.360789000,1424
132.360975000,1424
132.361102000,54
132.361326000,54
132.566854000,1424
132.566978000,1424
132.567108000,1424
132.567196000,1424
132.567279000,54
132.567406000,1424
132.567616000,1424
132.567683000,1424
132.567853000,54
132.567950000,1424
132.568009000,54
132.568108000,1424
132.568205000,1424
132.568325000,54
132.568415000,1424
132.568661000,1514
132.568690000,1334
132.568806000,54
132.568902000,1424
132.569023000,54
132.569057000,1424
132.569211000,1424
132.569358000,54
132.569404000,1424
132.569569000,1424
132.569681000,54
132.569690000,1424
132.569837000,1424
132.569893000,54
132.570002000,1424
132.570292000,1514
132.570315000,1334
132.570411000,54
132.570662000,1514
132.570669000,1334
132.570791000,54
132.570849000,1424
132.570971000,54
132.571157000,1514
132.571164000,1334
132.571283000,54
132.601598000,1424
132.654317000,54
132.815438000,1514
132.815503000,1514
132.815528000,1244
132.815701000,1514
132.815720000,1232
132.815926000,54
132.816198000,54
132.822049000,196
132.822173000,54
132.907686000,1424
132.907892000,1424
132.908050000,54
132.909823000,1424
132.911129000,1514
132.911137000,1514
132.911142000,1514
132.911148000,1514
132.911154000,1514
132.911160000,1514
132.911166000,1514
132.911172000,1514
132.911178000,1514
132.911184000,1514
132.911189000,1514
132.911195000,1514
132.911201000,1514
132.911207000,1514
132.911214000,1514
132.911219000,1514
132.911225000,1514
132.911231000,1264
132.911365000,54
132.914517000,1514
132.914527000,1334
132.914674000,54
133.077903000,1514
133.077956000,1334
133.078051000,689
133.078583000,54
135.155122000,90
135.321102000,155
135.322390000,66
135.682457000,58
135.682767000,54
135.683096000,251
135.683167000,54
135.894800000,1514
135.894812000,1514
135.894820000,1244
135.894892000,1424
135.895021000,54
136.196139000,597
136.202005000,268
136.202117000,54
136.419375000,161
136.423001000,763
136.423119000,54
136.603526000,491
136.652821000,54
138.095366000,73
138.253004000,89
138.254551000,66
138.433732000,58
138.434150000,54
138.434770000,234
138.434884000,54
138.629107000,1356
138.630620000,147
138.630711000,54
138.815166000,312
138.852856000,146
138.852972000,54
139.292947000,803
139.301704000,376
139.301812000,54
140.462295000,1514
140.462330000,1334
140.462600000,54
140.462748000,1514
140.462759000,1334
140.462932000,1424
140.462952000,54
140.463076000,1514
140.463106000,1334
140.463193000,54
140.463301000,1424
140.463419000,1424
140.463473000,54
140.463593000,1424
140.463758000,54
140.769538000,1514
140.769547000,1334
140.769665000,1424
140.769708000,54
140.769947000,1424
140.770079000,54
140.770238000,1514
140.770260000,1514
140.770270000,1244
140.770368000,54
140.770454000,1424
140.770577000,54
140.770633000,1424
140.770766000,1424
140.770860000,54
140.770932000,1424
140.771087000,1424
140.771181000,54
140.771283000,1424
140.771417000,1424
140.771533000,54
140.771549000,1424
140.771705000,1424
140.771773000,54
140.771893000,1424
140.772052000,1424
140.772133000,54
140.772208000,1424
140.772445000,1424
140.772534000,54
140.974277000,1424
140.974937000,1424
140.975018000,1424
140.975210000,54
140.975338000,1514
140.975357000,1334
140.975524000,54
140.975577000,1424
140.975676000,1424
140.975835000,54
140.975895000,1424
140.976022000,1424
140.976122000,54
140.976278000,1514
140.976288000,1334
140.976423000,54
140.979677000,1424
140.979809000,54
140.980552000,1424
140.980653000,1424
140.980758000,54
140.980840000,1424
140.980967000,1424
140.981054000,54
140.981134000,1424
140.989431000,1424
140.989912000,54
140.990240000,1514
140.990297000,1514
140.990327000,1244
140.990471000,1424
140.990508000,54
140.990668000,1514
140.990700000,1334
140.990778000,54
140.991030000,1424
140.991191000,1424
140.991290000,1424
140.991422000,54
140.992326000,1514
140.992354000,1514
140.992365000,1109
140.992430000,1424
140.992689000,54
140.992791000,1514
140.992844000,1334
140.993070000,1424
140.993135000,54
140.993342000,54
141.101655000,1424
141.152720000,54
141.212416000,1424
141.213236000,1424
141.213368000,54
141.213376000,1424
141.213532000,1424
141.213675000,1424
141.213714000,54
141.215154000,1514
141.215163000,1334
141.215298000,54
141.216319000,1514
141.216328000,1334
141.216499000,1424
141.216744000,1424
141.218065000,1424
141.218139000,1424
141.218233000,54
141.218504000,1514
141.218515000,1334
141.218714000,1424
141.219546000,1424
141.220827000,1424
141.220951000,1424
141.221812000,1424
141.221892000,1424
141.222071000,1424
141.222263000,1424
141.222327000,54
141.222409000,1424
141.222450000,54
141.222532000,1424
141.223311000,1424
141.223408000,54
141.223468000,1424
141.224733000,1424
141.224874000,1424
141.224902000,54
141.225148000,1514
141.225156000,1334
141.225271000,54
141.225404000,1424
141.226108000,54
141.229372000,1424
141.230134000,1424
141.230249000,54
141.295083000,1424
141.341666000,54
141.453052000,1424
141.455203000,1514
141.455227000,1334
141.455322000,1514
141.455413000,1334
141.455716000,54
141.455760000,1514
141.455778000,1334
141.455886000,1424
141.456002000,54
141.456156000,1514
141.456189000,1334
141.456294000,54
141.456358000,1424
141.456442000,54
141.456509000,1424
141.456651000,54
141.458600000,1514
141.458639000,1334
141.458709000,1424
141.458935000,54
141.459770000,1514
141.459784000,1334
141.460108000,54
141.460539000,1514
141.460553000,1334
141.460796000,54
141.462007000,1514
141.462045000,1334
141.462322000,54
141.462852000,1424
141.462921000,1424
141.463103000,54
141.478346000,1424
141.478667000,54
141.479025000,1424
141.479239000,1424
141.479312000,1424
141.479490000,1424
141.479524000,54
141.479685000,1424
141.479715000,54
141.479838000,1424
141.479981000,54
141.480026000,1424
141.480205000,1424
141.480323000,1424
141.480344000,54
141.480465000,1424
141.480624000,54
141.480675000,1424
141.480863000,1402
141.481002000,54
146.500490000,73
146.653421000,215
146.654875000,66
146.733857000,58
146.734309000,54
146.735171000,234
146.735343000,54
146.815480000,1424
146.815668000,1467
146.815774000,54
146.819117000,180
146.819205000,54
146.894833000,296
146.897459000,146
146.897559000,54
146.978004000,626
146.980846000,230
146.981040000,54
147.071309000,1424
147.072030000,1424
147.072202000,1424
147.072281000,1424
147.072438000,54
147.072669000,1514
147.072704000,1514
147.072722000,1244
147.072729000,54
147.073022000,1514
147.073029000,54
147.073034000,1334
147.073185000,54
147.102323000,1424
147.102882000,54
147.103108000,1424
147.103216000,1424
147.103439000,54
147.103545000,1514
147.103558000,1334
147.103712000,54
147.104180000,1424
147.104358000,1424
147.104480000,1424
147.104551000,54
147.138988000,1424
147.139434000,54
147.139764000,1514
147.139779000,1334
147.139865000,1514
147.139880000,1334
147.140029000,54
147.140213000,1424
147.141574000,1424
147.141776000,54
147.142364000,1424
147.143116000,1424
147.143296000,54
147.144498000,1424
147.144687000,1424
147.144836000,54
147.150200000,1424
147.151061000,1424
147.151166000,1424
147.151266000,54
147.154968000,1424
147.155156000,54
147.155746000,1424
147.163536000,1424
147.163980000,54
147.164134000,1424
147.164395000,1514
147.164430000,1334
147.164627000,54
147.166524000,1424
147.166739000,54
147.167265000,1424
147.170345000,1424
147.170548000,54
147.171178000,1514
147.171190000,1334
147.171378000,54
147.171499000,1424
147.173082000,1424
147.173413000,54
147.173888000,1514
147.173901000,1334
147.174170000,54
147.174225000,1514
147.174239000,1334
147.174406000,1424
147.174413000,54
147.200344000,1424
147.200753000,54
147.201118000,1424
147.201228000,1424
147.201474000,1424
147.201493000,54
147.210173000,1424
147.210664000,54
147.210907000,1514
147.210927000,1334
147.211103000,1424
147.211294000,54
147.217585000,1514
147.217605000,1334
147.217688000,1514
147.217702000,1334
147.218048000,54
147.220062000,1424
147.220419000,54
147.220902000,1424
147.221075000,1514
147.221093000,1334
147.221353000,54
147.222340000,1514
147.222360000,1334
147.222823000,54
147.223755000,1424
147.224218000,54
147.224438000,1424
147.242933000,1424
147.243408000,54
147.243628000,1514
147.243647000,518
147.243757000,1424
147.243978000,1424
147.244085000,54
147.244307000,54
147.245307000,1514
147.245325000,203
147.245470000,54
147.250933000,234
147.251040000,54
147.373201000,1424
147.373898000,1424
147.373968000,1424
147.374100000,54
147.374116000,1424
147.374295000,54
147.374421000,1424
147.375118000,1424
147.375226000,54
147.376331000,1424
147.376582000,1424
147.376673000,1424
147.376713000,54
147.376835000,1424
147.376944000,54
147.379733000,1424
147.380612000,1424
147.380733000,1424
147.380886000,54
147.380898000,1424
147.381075000,54
147.393113000,1424
147.394005000,1514
147.394024000,1514
147.394056000,1244
147.394138000,1424
147.394309000,1424
147.394450000,54
147.394563000,1424
147.394759000,1424
147.394794000,54
147.394966000,54
147.394973000,1514
147.394991000,1334
147.395116000,1424
147.395290000,1424
147.395292000,54
147.395427000,54
147.395461000,1424
147.395554000,1424
147.395724000,1424
147.395725000,54
147.395979000,1424
147.396087000,1424
147.396174000,54
147.396340000,1424
147.396405000,1424
147.396522000,54
147.396593000,1424
147.396678000,54
147.397408000,1424
147.397529000,1424
147.397647000,54
147.397748000,1424
147.397980000,1514
147.397989000,1334
147.398144000,54
147.398147000,1424
147.398301000,54
147.398333000,1424
147.399522000,1424
147.399649000,54
147.399668000,1424
147.399845000,1424
147.399970000,54
147.400019000,1424
147.400181000,1424
147.400287000,54
147.400944000,1424
147.401042000,1424
147.401135000,54
147.402482000,1424
147.402643000,1424
147.402768000,54
147.402909000,1514
147.402917000,1334
147.403024000,54
147.403164000,1424
147.403922000,1424
147.404040000,54
147.404042000,1424
147.404209000,1424
147.404320000,54
147.404371000,1424
147.405705000,1424
147.405849000,1424
147.405855000,54
147.406004000,1424
147.406138000,54
147.406158000,1424
147.415962000,1424
147.416215000,54
147.416795000,1514
147.416804000,1334
147.416965000,1424
147.417030000,54
147.417158000,1424
147.417267000,54
147.418032000,1514
147.418042000,1334
147.418151000,1424
147.418307000,54
147.418425000,1424
147.418603000,54
147.421288000,1424
147.422562000,1514
147.422574000,1334
147.422784000,54
147.422816000,1424
147.422991000,54
147.423015000,1424
147.423215000,1514
147.423236000,1334
147.423494000,54
147.423522000,1424
147.423619000,1424
147.423739000,54
147.458554000,1424
147.458882000,54
147.459377000,1514
147.459453000,1334
147.459522000,1424
147.459610000,54
147.459680000,1424
147.459781000,54
147.460427000,1424
147.461719000,1424
147.461825000,1424
147.462058000,54
147.464040000,1424
147.464356000,54
147.464803000,1514
147.464844000,1334
147.465001000,1424
147.465115000,54
147.470180000,1514
147.470205000,1334
147.470297000,1514
147.470306000,1334
147.470505000,1424
147.470699000,54
147.470956000,54
147.471417000,1514
147.471429000,1334
147.471578000,54
147.472921000,1514
147.472934000,1334
147.473070000,1424
147.473235000,1424
147.473288000,54
147.473432000,54
147.474552000,1514
147.474585000,1334
147.474791000,54
147.474862000,1424
147.476191000,1424
147.476436000,54
147.478355000,1424
147.479335000,1514
147.479378000,1334
147.479453000,1424
147.479628000,1424
147.479683000,54
147.481260000,1424
147.481533000,54
147.482468000,1424
147.483714000,1514
147.483726000,1334
147.483953000,54
147.484114000,1514
147.484128000,1334
147.484337000,54
147.485119000,1424
147.485270000,54
147.486212000,1514
147.486223000,135
147.486411000,54
178.780068000,54
178.780252000,54
178.840648000,54
178.840762000,54
179.165852000,54
179.165957000,54
179.166264000,54
179.166502000,54
184.090271000,55
184.090697000,66
185.927196000,54
206.202078000,85
206.202432000,54
206.202865000,85
206.202995000,54
206.203135000,54
206.203251000,54
207.496818000,54
207.496933000,54
207.496979000,54
207.497012000,54
207.497169000,54
207.497259000,54
207.497279000,54
207.497348000,54
207.497395000,54
207.497462000,54
207.613838000,139
207.614054000,54
207.615116000,85
207.615127000,85
207.615137000,85
207.615147000,85
207.615370000,54
207.615491000,54
207.615561000,54
207.615659000,54
236.415958000,74
236.571683000,90
236.578581000,66
236.921463000,58
236.921947000,54
236.924198000,235
236.924312000,54
237.228605000,1356
237.231644000,147
237.231761000,54
237.639229000,312
237.674802000,195
237.674903000,54
238.456227000,1514
238.456246000,1334
238.456771000,54
238.456882000,1514
238.456964000,1514
238.456986000,1514
238.457002000,1154
238.457118000,1514
238.457136000,1514
238.457192000,1514
238.457260000,1154
238.457262000,54
238.457522000,54
238.681547000,1514
238.681615000,1514
238.681641000,1514
238.681653000,1154
238.682160000,54
238.684262000,1514
238.684274000,1514
238.684284000,1514
238.684294000,1154
238.684483000,54
238.684609000,1514
238.684622000,1514
238.684630000,1514
238.684638000,1154
238.684826000,54
238.684868000,1514
238.684881000,1334
238.685011000,1514
238.685023000,1334
238.685077000,54
238.685147000,1514
238.685157000,1334
238.685185000,54
238.685269000,1514
238.685283000,1334
238.685390000,54
238.886189000,1514
238.886208000,1334
238.886298000,1514
238.886310000,1514
238.886319000,1514
238.886337000,1154
238.886596000,54
238.889021000,1514
238.889031000,1334
238.889124000,1514
238.889134000,1334
238.889268000,54
238.889305000,1514
238.889314000,1334
238.889501000,54
238.889547000,1514
238.889563000,1334
238.889657000,1514
238.889686000,1334
238.889712000,54
238.889804000,54
238.889877000,1514
238.889885000,1334
238.890020000,54
238.890222000,1514
238.890256000,1334
238.890420000,54
238.899820000,1514
238.899833000,1334
238.900154000,54
238.900551000,1514
238.900567000,1334
238.900664000,1514
238.900675000,1334
238.900824000,1514
238.900850000,1334
238.900926000,54
238.901102000,1514
238.901114000,1334
238.901167000,54
238.901333000,1514
238.901344000,1514
238.901354000,1514
238.901363000,1154
238.901377000,54
238.901498000,54
238.901601000,1514
238.901612000,1334
238.901791000,1514
238.901818000,54
238.901833000,1334
238.901882000,1514
238.901918000,1334
238.902053000,54
239.133440000,1514
239.133452000,1334
239.133591000,1514
239.133602000,1334
239.133810000,1514
239.133825000,1334
239.133842000,54
239.133932000,1514
239.133944000,1334
239.133984000,54
239.134195000,54
239.138512000,1514
239.138526000,1514
239.138538000,1514
239.138548000,1154
239.138834000,54
239.139793000,1514
239.139807000,1334
239.139941000,1514
239.139952000,1334
239.140101000,1514
239.140141000,1334
239.140174000,54
239.140211000,1514
239.140264000,1334
239.140336000,54
239.140346000,1514
239.140356000,1334
239.140470000,54
239.140636000,1514
239.140681000,1334
239.140767000,1514
239.140781000,1118
239.140877000,54
239.140986000,54
239.483120000,1514
239.483144000,1334
239.483260000,1514
239.483298000,1334
239.483395000,1514
239.483412000,1334
239.483607000,1514
239.483667000,1334
239.483716000,54
239.483759000,1514
239.483775000,1514
239.483788000,1244
239.483967000,54
239.484057000,1514
239.484133000,1514
239.484158000,1514
239.484171000,1154
239.484267000,1514
239.484327000,1334
239.484479000,1514
239.484511000,54
239.484551000,1514
239.484569000,1514
239.484582000,1154
239.484759000,1514
239.484804000,54
239.484811000,1334
239.484868000,1370
239.485075000,54
239.486005000,1514
239.486018000,1334
239.486171000,1514
239.486190000,1334
239.486233000,54
239.486341000,1514
239.486342000,54
239.486353000,1334
239.486479000,54
239.488088000,1514
239.488098000,1334
239.488272000,54
239.488355000,1514
239.488367000,1514
239.488378000,1244
239.488538000,54
239.489262000,1514
239.489274000,1334
239.489456000,54
239.489488000,1514
239.489526000,1334
239.489566000,54
239.489702000,1514
239.489713000,1334
239.489808000,54
239.489858000,1514
239.489868000,1334
239.489955000,54
239.490025000,1514
239.490050000,1334
239.490198000,54
239.490215000,1514
239.490226000,1334
239.490306000,54
239.548547000,1514
239.548560000,1514
239.548570000,1514
239.548578000,1154
239.548677000,1514
239.548709000,1334
239.548915000,1514
239.548958000,54
239.548959000,1334
239.549129000,54
239.549779000,1514
239.549791000,1514
239.549799000,1514
239.549808000,1154
239.550004000,54
239.589832000,1514
239.589842000,1334
239.590109000,54
239.591072000,1514
239.591107000,1334
239.591290000,54
239.591312000,1514
239.591322000,1514
239.591329000,1514
239.591339000,1154
239.591450000,54
239.591538000,1514
239.591550000,1334
239.591659000,54
239.591737000,1514
239.591767000,1334
239.591866000,54
239.684116000,1514
239.684159000,1334
239.684224000,1514
239.684265000,1334
239.684355000,1514
239.684369000,1334
239.684411000,54
239.684698000,54
239.684710000,1514
239.684757000,1514
239.684768000,1514
239.684778000,1154
239.684970000,54
239.684997000,1514
239.685013000,1514
239.685022000,1109
239.685157000,54
239.771645000,1424
239.772372000,1424
239.772751000,54
239.773770000,1514
239.773830000,1334
239.773929000,1514
239.773944000,1334
239.774257000,54
239.774774000,1514
239.774797000,1334
239.774855000,1514
239.774870000,1514
239.774885000,1244
239.775158000,54
239.820766000,1514
239.820779000,1334
239.821110000,54
239.821655000,1514
239.821705000,1514
239.821746000,1514
239.821770000,1154
239.821905000,54
239.822098000,1514
239.822136000,1514
239.822149000,1514
239.822164000,1154
239.822226000,1514
239.822236000,1334
239.822385000,54
239.859844000,1514
239.859864000,1334
239.860305000,54
239.860623000,1514
239.860642000,1334
239.860935000,54
239.862853000,1514
239.862867000,1514
239.862877000,1514
239.862885000,1514
239.862894000,1514
239.862902000,974
239.863086000,1514
239.863098000,1334
239.863188000,54
239.863326000,54
239.867731000,1343
239.919283000,54
239.965248000,1514
239.965269000,1334
239.965671000,54
239.966806000,1514
239.966864000,1514
239.966883000,1514
239.966902000,1154
239.967034000,1514
239.967057000,1514
239.967073000,1514
239.967088000,1514
239.967104000,1064
239.967388000,54
239.970692000,1514
239.970712000,1514
239.970724000,1514
239.970736000,1154
239.970829000,1514
239.970850000,1334
239.970916000,1514
239.970929000,1334
239.971097000,1514
239.971120000,54
239.971148000,1334
239.971331000,54
239.971352000,1514
239.971392000,1334
239.971562000,54
240.095061000,1514
240.095096000,1334
240.095142000,1514
240.095149000,1334
240.095247000,54
240.095328000,54
240.096815000,1514
240.096860000,1334
240.096909000,1514
240.096915000,1334
240.096980000,54
240.097059000,54
240.097158000,1514
240.097184000,1334
240.097253000,1514
240.097281000,1334
240.097334000,1343
240.097434000,54
240.097542000,54
240.120784000,1514
240.120801000,1334
240.121156000,54
240.121442000,1514
240.121453000,1334
240.121664000,54
240.122208000,1514
240.122221000,1514
240.122230000,1514
240.122240000,1154
240.122440000,54
240.122489000,1514
240.122501000,1514
240.122511000,1244
240.122619000,54
240.168594000,1514
240.168608000,1514
240.168620000,1514
240.168633000,1154
240.168764000,1514
240.168778000,1334
240.168891000,54
240.169013000,1514
240.169036000,1334
240.169076000,54
240.169107000,1514
240.169120000,1334
240.169331000,54
240.169355000,1514
240.169378000,1334
240.169476000,54
240.303577000,1514
240.303587000,1334
240.303826000,54
240.304886000,1514
240.304895000,1334
240.305091000,54
240.305096000,1514
240.305121000,1514
240.305129000,1514
240.305135000,1154
240.305185000,54
240.305242000,1514
240.305251000,1334
240.305394000,54
240.305574000,1514
240.305581000,1334
240.305671000,1514
240.305685000,1334
240.305730000,54
240.305827000,54
240.306931000,1514
240.306938000,1334
240.307067000,54
240.308425000,1514
240.308433000,1334
240.308540000,54
240.310034000,1514
240.310042000,1334
240.310175000,54
240.310335000,1514
240.310345000,1514
240.310352000,1514
240.310361000,1154
240.310498000,54
240.310539000,1316
240.357291000,54
240.370717000,1514
240.370732000,1514
240.370741000,1514
240.370751000,1154
240.371068000,54
240.374156000,1514
240.374167000,1514
240.374175000,1514
240.374181000,1514
240.374188000,1514
240.374197000,1514
240.374203000,884
240.374441000,54
240.375035000,1514
240.375050000,1514
240.375059000,1514
240.375066000,1154
240.375102000,1514
240.375130000,1334
240.375317000,54
240.375435000,1514
240.375446000,1514
240.375454000,1514
240.375463000,1154
240.375626000,54
240.375646000,1514
240.375655000,1334
240.375770000,54
240.477793000,1514
240.477814000,1334
240.478012000,1514
240.478031000,1514
240.478043000,1514
240.478055000,1154
240.478373000,54
240.479405000,1514
240.479422000,1334
240.479629000,1514
240.479647000,1514
240.479666000,1514
240.479711000,1154
240.479825000,54
240.480125000,54
240.503320000,1514
240.503349000,1334
240.503426000,1514
240.503445000,1514
240.503461000,1514
240.503479000,1154
240.503698000,1514
240.503730000,1334
240.503831000,54
240.504016000,1514
240.504044000,54
240.504066000,1514
240.504085000,1514
240.504098000,1154
240.504187000,1316
240.504361000,54
240.574410000,1514
240.574434000,1334
240.574802000,54
240.577330000,1514
240.577417000,1334
240.577545000,1514
240.577561000,1514
240.577575000,1514
240.577627000,1154
240.577761000,1514
240.577781000,1514
240.577794000,1244
240.578068000,1514
240.578088000,1514
240.578105000,1514
240.578136000,54
240.578145000,1154
240.578265000,1514
240.578274000,1334
240.578453000,54
240.579872000,1514
240.579906000,1514
240.579918000,1514
240.579929000,1514
240.579965000,1514
240.579994000,974
240.580146000,54
240.604309000,1514
240.604329000,1514
240.604342000,1514
240.604355000,1154
240.604587000,1514
240.604606000,1514
240.604618000,1514
240.604631000,1154
240.604795000,54
240.604862000,1514
240.604919000,1334
240.605063000,1514
240.605079000,1334
240.605088000,54
240.605404000,54
240.681664000,1514
240.681695000,1334
240.682112000,54
240.682960000,1514
240.682981000,1334
240.683128000,54
240.683222000,1514
240.683250000,1334
240.683401000,1514
240.683417000,1334
240.683553000,54
240.684654000,1514
240.684675000,1334
240.684770000,1514
240.684788000,1334
240.684883000,54
240.684975000,54
240.688976000,1514
240.688984000,1514
240.688989000,1514
240.688995000,1154
240.689178000,54
240.690312000,1514
240.690330000,1334
240.690375000,1514
240.690391000,1334
240.690499000,54
240.691286000,1514
240.691310000,1334
240.691448000,54
240.691541000,1514
240.691549000,1334
240.691669000,54
240.694659000,1289
240.763641000,54
240.777872000,1514
240.777894000,1334
240.778126000,54
240.781907000,1514
240.781974000,1514
240.782000000,1514
240.782064000,1514
240.782086000,1514
240.782101000,1514
240.782115000,1514
240.782135000,1514
240.782153000,704
240.782263000,1514
240.782280000,1514
240.782360000,1514
240.782384000,1514
240.782399000,1514
240.782415000,974
240.782487000,54
240.782709000,54
240.784313000,1514
240.784325000,1514
240.784333000,1514
240.784370000,1154
240.784467000,1514
240.784478000,1334
240.784552000,54
240.784660000,54
240.893362000,1514
240.893375000,1514
240.893383000,1514
240.893391000,1154
240.893539000,1514
240.893552000,1334
240.893744000,1514
240.893757000,54
240.893787000,1334
240.893936000,54
240.899169000,1514
240.899200000,1334
240.899335000,54
240.899690000,1514
240.899699000,1334
240.899832000,54
240.901892000,1514
240.901916000,1334
240.902068000,54
240.902765000,1514
240.902774000,1334
240.902968000,54
240.903168000,1514
240.903177000,1334
240.903303000,1514
240.903309000,54
240.903312000,1334
240.903433000,54
240.903483000,1514
240.903506000,1334
240.903577000,54
240.903646000,1514
240.903653000,1334
240.903745000,54
240.904502000,1514
240.904509000,1334
240.904616000,54
240.904678000,1514
240.904688000,1334
240.904759000,54
240.904813000,1514
240.904824000,1334
240.905004000,1514
240.905019000,1334
240.905108000,54
240.905158000,1514
240.905166000,1334
240.905269000,54
240.908329000,1514
240.908349000,1334
240.908454000,54
240.910979000,1289
240.965780000,54
240.968893000,1514
240.968915000,1334
240.968985000,1514
240.969002000,1334
240.969272000,1502
240.969397000,54
240.970066000,1346
240.970415000,54
240.973845000,1514
240.973865000,1334
240.974093000,1514
240.974112000,1514
240.974126000,1244
240.974362000,1514
240.974382000,1514
240.974399000,1514
240.974408000,54
240.974417000,1154
240.974497000,1514
240.974512000,1334
240.974844000,54
240.975925000,1514
240.975959000,1334
240.976092000,54
240.981333000,1514
240.981354000,1514
240.981371000,1514
240.981386000,1514
240.981402000,1514
240.981415000,1499
240.981784000,54
241.002216000,54
241.039316000,98
241.039701000,166
241.040505000,269
241.040780000,244
253.706977000,54
281.474165000,89
281.609776000,207
282.621502000,66
282.731463000,58
282.731669000,54
282.732121000,268
282.732198000,54
282.891411000,54
285.889947000,66
286.061070000,58
286.061522000,54
286.062104000,268
286.062284000,54
286.172555000,1424
286.173205000,1514
286.173223000,1254
286.173538000,54
286.175515000,147
286.175625000,54
286.330159000,105
286.338686000,1023
286.338781000,54
286.338879000,1514
286.338886000,1008
286.338935000,54
286.338985000,54
286.599619000,413
286.604753000,54
286.604870000,54
286.721905000,54
286.722168000,54
288.994254000,89
289.130062000,207
289.131484000,66
289.321302000,58
289.321516000,54
289.321924000,268
289.322007000,54
289.693972000,1424
289.694685000,1514
289.694703000,1254
289.695076000,54
289.697209000,147
289.697323000,54
289.853734000,105
289.859183000,1024
289.859289000,54
289.859472000,1514
289.859483000,1514
289.859489000,1514
289.859494000,1514
289.859498000,1514
289.859503000,975
289.859566000,54
289.859635000,54
289.859672000,54
289.859696000,54
289.859717000,54
289.859737000,54
289.859853000,1514
289.859863000,1514
289.859867000,1514
289.859872000,1514
289.859876000,1514
289.859880000,975
289.859936000,54
289.859963000,54
289.859984000,54
289.860007000,54
289.860062000,54
289.860086000,54
289.860141000,1514
289.860152000,445
289.860197000,54
289.860223000,54
290.413500000,415
290.424693000,89
290.424988000,207
290.466308000,54
291.449008000,66
291.613473000,58
291.613726000,54
291.614325000,268
291.614434000,54
291.771384000,1424
291.772311000,1514
291.772320000,1254
291.772480000,54
291.773735000,147
291.773815000,54
291.876684000,105
291.880357000,1022
291.880440000,54
291.880563000,788
291.880634000,54
292.258820000,412
292.266545000,1023
292.266650000,54
292.266858000,1514
292.266870000,1514
292.266875000,790
292.266951000,54
292.267027000,54
292.267053000,54
292.572495000,413
292.576533000,54
292.576652000,54
292.577697000,54
