ip.addr,ip.dst,tcp.dstport,ip.len,frame.time_delta_displayed
10.6.12.157,52.179.224.121,52.179.224.121,443,259,0.008072000
10.6.12.157,52.179.224.121,52.179.224.121,443,224,0.001656000
10.6.12.157,52.179.224.121,52.179.224.121,443,224,0.000850000
10.6.12.157,52.179.224.121,52.179.224.121,443,143,0.000173000
10.6.12.157,52.179.224.121,52.179.224.121,443,139,9.340801000
10.6.12.157,52.179.224.121,52.179.224.121,443,139,0.001442000
10.6.12.157,52.179.224.121,52.179.224.121,443,133,0.001879000
10.6.12.157,52.179.224.121,52.179.224.121,443,133,0.001532000
10.6.12.157,52.179.224.121,52.179.224.121,443,1133,0.000148000
10.6.12.157,52.179.224.121,52.179.224.121,443,1133,0.000014000
10.6.12.157,52.177.166.224,52.177.166.224,443,52,20.150189000
10.6.12.157,52.177.166.224,52.177.166.224,443,52,0.025248000
10.6.12.157,52.177.166.224,52.177.166.224,443,40,0.171402000
10.6.12.157,52.177.166.224,52.177.166.224,443,40,0.159518000
10.6.12.157,52.177.166.224,52.177.166.224,443,40,0.105272000
10.6.12.157,52.177.166.224,52.177.166.224,443,40,0.102210000
10.6.12.157,52.177.166.224,52.177.166.224,443,40,0.086141000
10.6.12.157,52.177.166.224,52.177.166.224,443,40,0.076436000
10.6.12.157,52.177.166.224,52.177.166.224,443,40,0.066389000
10.6.12.157,52.177.166.224,52.177.166.224,443,40,0.050970000
10.6.12.157,52.177.166.224,52.177.166.224,443,40,0.041464000
10.6.12.157,52.177.166.224,52.177.166.224,443,388,0.105296000
10.6.12.157,52.177.166.224,52.177.166.224,443,387,0.113811000
10.6.12.157,52.177.166.224,52.177.166.224,443,287,0.000330000
10.6.12.157,52.177.166.224,52.177.166.224,443,259,0.009699000
10.6.12.157,52.177.166.224,52.177.166.224,443,224,0.004513000
10.6.12.157,52.177.166.224,52.177.166.224,443,224,0.002132000
10.6.12.157,52.177.166.224,52.177.166.224,443,142,0.000201000
10.6.12.157,52.177.166.224,52.177.166.224,443,139,0.001198000
10.6.12.157,52.177.166.224,52.177.166.224,443,133,0.003811000
10.6.12.157,52.177.166.224,52.177.166.224,443,133,0.001681000
10.6.12.157,52.177.166.224,52.177.166.224,443,1133,0.000359000
10.6.12.157,52.177.166.224,52.177.166.224,443,1132,0.000180000
10.6.12.157,52.148.151.26,52.148.151.26,443,78,0.000252000
10.6.12.157,52.148.151.26,52.148.151.26,443,546,0.000174000
10.6.12.157,52.148.151.26,52.148.151.26,443,52,1.094324000
10.6.12.157,52.148.151.26,52.148.151.26,443,40,0.169022000
10.6.12.157,52.148.151.26,52.148.151.26,443,40,0.121916000
10.6.12.157,52.148.151.26,52.148.151.26,443,40,0.118704000
10.6.12.157,52.148.151.26,52.148.151.26,443,40,0.117448000
10.6.12.157,52.148.151.26,52.148.151.26,443,40,0.074301000
10.6.12.157,52.148.151.26,52.148.151.26,443,256,0.000869000
10.6.12.157,52.148.151.26,52.148.151.26,443,166,0.004498000
10.6.12.157,52.148.151.26,52.148.151.26,443,127,0.127674000
10.6.12.157,52.114.159.112,52.114.159.112,443,898,10.444498000
10.6.12.157,52.114.159.112,52.114.159.112,443,52,2.567686000
10.6.12.157,52.114.159.112,52.114.159.112,443,431,0.000011000
10.6.12.157,52.114.159.112,52.114.159.112,443,40,0.146579000
10.6.12.157,52.114.159.112,52.114.159.112,443,40,0.145830000
10.6.12.157,52.114.159.112,52.114.159.112,443,40,0.145760000
10.6.12.157,52.114.159.112,52.114.159.112,443,40,0.143528000
10.6.12.157,52.114.159.112,52.114.159.112,443,40,0.143263000
10.6.12.157,52.114.159.112,52.114.159.112,443,40,0.142076000
10.6.12.157,52.114.159.112,52.114.159.112,443,40,0.139614000
10.6.12.157,52.114.159.112,52.114.159.112,443,40,0.000989000
10.6.12.157,52.114.159.112,52.114.159.112,443,40,0.000097000
10.6.12.157,52.114.159.112,52.114.159.112,443,285,0.000009000
10.6.12.157,52.114.159.112,52.114.159.112,443,228,0.000456000
10.6.12.157,52.114.159.112,52.114.159.112,443,1500,0.000320000
10.6.12.157,52.114.159.112,52.114.159.112,443,1500,0.000220000
10.6.12.157,52.114.159.112,52.114.159.112,443,1500,0.000015000
10.6.12.157,52.114.159.112,52.114.159.112,443,1500,0.000011000
10.6.12.157,52.114.159.112,52.114.159.112,443,1500,0.000010000
10.6.12.157,52.114.159.112,52.114.159.112,443,1500,0.000010000
10.6.12.157,52.114.159.112,52.114.159.112,443,1500,0.000010000
10.6.12.157,52.114.159.112,52.114.159.112,443,1500,0.000007000
10.6.12.157,52.114.159.112,52.114.159.112,443,1349,0.000682000
10.6.12.157,52.114.159.112,52.114.159.112,443,133,0.004146000
10.6.12.157,52.114.158.91,52.114.158.91,443,836,0.000044000
10.6.12.157,52.114.158.91,52.114.158.91,443,52,38.083173000
10.6.12.157,52.114.158.91,52.114.158.91,443,40,0.177843000
10.6.12.157,52.114.158.91,52.114.158.91,443,40,0.147020000
10.6.12.157,52.114.158.91,52.114.158.91,443,40,0.145177000
10.6.12.157,52.114.158.91,52.114.158.91,443,40,0.133097000
10.6.12.157,52.114.158.91,52.114.158.91,443,40,0.000107000
10.6.12.157,52.114.158.91,52.114.158.91,443,287,0.000003000
10.6.12.157,52.114.158.91,52.114.158.91,443,254,0.000377000
10.6.12.157,52.114.158.91,52.114.158.91,443,1500,0.000340000
10.6.12.157,52.114.158.91,52.114.158.91,443,1500,0.000163000
10.6.12.157,52.114.158.91,52.114.158.91,443,1500,0.000007000
10.6.12.157,52.114.158.91,52.114.158.91,443,1440,0.000210000
10.6.12.157,52.114.158.91,52.114.158.91,443,133,0.001209000
10.6.12.157,52.114.158.91,52.114.158.91,443,1009,0.278819000
10.6.12.157,52.114.158.91,52.114.158.91,443,1009,0.157772000
10.6.12.157,52.114.158.91,52.114.158.91,443,1009,0.148311000
10.6.12.157,52.114.128.75,52.114.128.75,443,52,13.664462000
10.6.12.157,52.114.128.75,52.114.128.75,443,40,0.335054000
10.6.12.157,52.114.128.75,52.114.128.75,443,40,0.097465000
10.6.12.157,52.114.128.75,52.114.128.75,443,40,0.089381000
10.6.12.157,52.114.128.75,52.114.128.75,443,40,0.083543000
10.6.12.157,52.114.128.75,52.114.128.75,443,40,0.000223000
10.6.12.157,52.114.128.75,52.114.128.75,443,254,0.000807000
10.6.12.157,52.114.128.75,52.114.128.75,443,212,0.000008000
10.6.12.157,52.114.128.75,52.114.128.75,443,1500,0.000218000
10.6.12.157,52.114.128.75,52.114.128.75,443,133,0.002029000
10.6.12.157,52.114.128.75,52.114.128.75,443,1010,0.000185000
10.6.12.157,52.114.128.75,52.114.128.75,443,1009,0.226250000
10.6.12.157,52.114.128.75,52.114.128.75,443,1008,0.092681000
10.6.12.157,52.109.12.18,52.109.12.18,443,733,0.098298000
10.6.12.157,52.109.12.18,52.109.12.18,443,52,50.189290000
10.6.12.157,52.109.12.18,52.109.12.18,443,40,73.651086000
10.6.12.157,52.109.12.18,52.109.12.18,443,40,2.109632000
10.6.12.157,52.109.12.18,52.109.12.18,443,40,0.096293000
10.6.12.157,52.109.12.18,52.109.12.18,443,40,0.083000000
10.6.12.157,52.109.12.18,52.109.12.18,443,40,0.082928000
10.6.12.157,52.109.12.18,52.109.12.18,443,255,0.000856000
10.6.12.157,52.109.12.18,52.109.12.18,443,254,0.086206000
10.6.12.157,40.126.7.103,40.126.7.103,443,639,0.010438000
10.6.12.157,40.126.7.103,40.126.7.103,443,52,0.135354000
10.6.12.157,40.126.7.103,40.126.7.103,443,40,0.122676000
10.6.12.157,40.126.7.103,40.126.7.103,443,40,0.087204000
10.6.12.157,40.126.7.103,40.126.7.103,443,40,0.068748000
10.6.12.157,40.126.7.103,40.126.7.103,443,40,0.050555000
10.6.12.157,40.126.7.103,40.126.7.103,443,40,0.029629000
10.6.12.157,40.126.7.103,40.126.7.103,443,40,0.001559000
10.6.12.157,40.126.7.103,40.126.7.103,443,40,0.000395000
10.6.12.157,40.126.7.103,40.126.7.103,443,251,0.003931000
10.6.12.157,40.126.7.103,40.126.7.103,443,166,0.005712000
10.6.12.157,40.122.160.14,40.122.160.14,443,898,0.001522000
10.6.12.157,40.122.160.14,40.122.160.14,443,898,0.000735000
10.6.12.157,40.122.160.14,40.122.160.14,443,52,4.686097000
10.6.12.157,40.122.160.14,40.122.160.14,443,52,11.112041000
10.6.12.157,40.122.160.14,40.122.160.14,443,52,0.000000000
10.6.12.157,40.122.160.14,40.122.160.14,443,510,0.001272000
10.6.12.157,40.122.160.14,40.122.160.14,443,40,6.680918000
10.6.12.157,40.122.160.14,40.122.160.14,443,40,21.635909000
10.6.12.157,40.122.160.14,40.122.160.14,443,40,0.299208000
10.6.12.157,40.122.160.14,40.122.160.14,443,40,0.170928000
10.6.12.157,40.122.160.14,40.122.160.14,443,40,0.129887000
10.6.12.157,40.122.160.14,40.122.160.14,443,40,0.125764000
10.6.12.157,40.122.160.14,40.122.160.14,443,40,0.122239000
10.6.12.157,40.122.160.14,40.122.160.14,443,40,0.121371000
10.6.12.157,40.122.160.14,40.122.160.14,443,40,0.110659000
10.6.12.157,40.122.160.14,40.122.160.14,443,40,0.109093000
10.6.12.157,40.122.160.14,40.122.160.14,443,40,0.107665000
10.6.12.157,40.122.160.14,40.122.160.14,443,40,0.101300000
10.6.12.157,40.122.160.14,40.122.160.14,443,40,0.100025000
10.6.12.157,40.122.160.14,40.122.160.14,443,40,0.098625000
10.6.12.157,40.122.160.14,40.122.160.14,443,40,0.097001000
10.6.12.157,40.122.160.14,40.122.160.14,443,40,0.095476000
10.6.12.157,40.122.160.14,40.122.160.14,443,40,0.094992000
10.6.12.157,40.122.160.14,40.122.160.14,443,40,0.094200000
10.6.12.157,40.122.160.14,40.122.160.14,443,40,0.090931000
10.6.12.157,40.122.160.14,40.122.160.14,443,40,0.000905000
10.6.12.157,40.122.160.14,40.122.160.14,443,40,0.000788000
10.6.12.157,40.122.160.14,40.122.160.14,443,40,0.000284000
10.6.12.157,40.122.160.14,40.122.160.14,443,40,0.000153000
10.6.12.157,40.122.160.14,40.122.160.14,443,269,0.000595000
10.6.12.157,40.122.160.14,40.122.160.14,443,254,0.022290000
10.6.12.157,40.122.160.14,40.122.160.14,443,237,0.002507000
10.6.12.157,40.122.160.14,40.122.160.14,443,1500,0.000132000
10.6.12.157,40.122.160.14,40.122.160.14,443,1500,0.000106000
10.6.12.157,40.122.160.14,40.122.160.14,443,1500,0.000010000
10.6.12.157,40.122.160.14,40.122.160.14,443,1500,0.000006000
10.6.12.157,40.122.160.14,40.122.160.14,443,1500,0.000005000
10.6.12.157,40.122.160.14,40.122.160.14,443,133,0.027686000
10.6.12.157,40.122.160.14,40.122.160.14,443,133,0.003049000
10.6.12.157,40.122.160.14,40.122.160.14,443,133,0.001863000
10.6.12.157,40.122.160.14,40.122.160.14,443,125,0.000004000
10.6.12.157,40.122.160.14,40.122.160.14,443,110,0.000010000
10.6.12.157,40.122.160.14,40.122.160.14,443,1008,0.146598000
10.6.12.157,23.48.205.230,23.48.205.230,443,883,0.000830000
10.6.12.157,23.48.205.230,23.48.205.230,443,861,0.012556000
10.6.12.157,23.48.205.230,23.48.205.230,443,52,0.763534000
10.6.12.157,23.48.205.230,23.48.205.230,443,52,0.000917000
10.6.12.157,23.48.205.230,23.48.205.230,443,40,43.827272000
10.6.12.157,23.48.205.230,23.48.205.230,443,40,0.106161000
10.6.12.157,23.48.205.230,23.48.205.230,443,40,0.100109000
10.6.12.157,23.48.205.230,23.48.205.230,443,40,0.097866000
10.6.12.157,23.48.205.230,23.48.205.230,443,40,0.092258000
10.6.12.157,23.48.205.230,23.48.205.230,443,40,0.087796000
10.6.12.157,23.48.205.230,23.48.205.230,443,40,0.084349000
10.6.12.157,23.48.205.230,23.48.205.230,443,40,0.073356000
10.6.12.157,23.48.205.230,23.48.205.230,443,40,0.007013000
10.6.12.157,23.48.205.230,23.48.205.230,443,40,0.001114000
10.6.12.157,23.48.205.230,23.48.205.230,443,40,0.001033000
10.6.12.157,23.48.205.230,23.48.205.230,443,40,0.000293000
10.6.12.157,23.48.205.230,23.48.205.230,443,40,0.000194000
10.6.12.157,23.48.205.230,23.48.205.230,443,40,0.000126000
10.6.12.157,23.48.205.230,23.48.205.230,443,40,0.000058000
10.6.12.157,23.48.205.230,23.48.205.230,443,40,0.000049000
10.6.12.157,23.48.205.230,23.48.205.230,443,259,0.004138000
10.6.12.157,23.48.205.230,23.48.205.230,443,258,0.000490000
10.6.12.157,23.48.205.230,23.48.205.230,443,166,0.005442000
10.6.12.157,23.48.205.230,23.48.205.230,443,166,0.002384000
10.6.12.157,204.79.197.219,204.79.197.219,443,78,0.002192000
10.6.12.157,204.79.197.219,204.79.197.219,443,557,0.000273000
10.6.12.157,204.79.197.219,204.79.197.219,443,52,0.036990000
10.6.12.157,204.79.197.219,204.79.197.219,443,40,0.055339000
10.6.12.157,204.79.197.219,204.79.197.219,443,40,0.039353000
10.6.12.157,204.79.197.219,204.79.197.219,443,40,0.038651000
10.6.12.157,204.79.197.219,204.79.197.219,443,40,0.026314000
10.6.12.157,204.79.197.219,204.79.197.219,443,40,0.026092000
10.6.12.157,204.79.197.219,204.79.197.219,443,40,0.009137000
10.6.12.157,204.79.197.219,204.79.197.219,443,40,0.005505000
10.6.12.157,204.79.197.219,204.79.197.219,443,40,0.004885000
10.6.12.157,204.79.197.219,204.79.197.219,443,40,0.003155000
10.6.12.157,204.79.197.219,204.79.197.219,443,40,0.001045000
10.6.12.157,204.79.197.219,204.79.197.219,443,40,0.000894000
10.6.12.157,204.79.197.219,204.79.197.219,443,40,0.000642000
10.6.12.157,204.79.197.219,204.79.197.219,443,40,0.000576000
10.6.12.157,204.79.197.219,204.79.197.219,443,40,0.000535000
10.6.12.157,204.79.197.219,204.79.197.219,443,40,0.000364000
10.6.12.157,204.79.197.219,204.79.197.219,443,40,0.000332000
10.6.12.157,204.79.197.219,204.79.197.219,443,40,0.000270000
10.6.12.157,204.79.197.219,204.79.197.219,443,40,0.000246000
10.6.12.157,204.79.197.219,204.79.197.219,443,40,0.000165000
10.6.12.157,204.79.197.219,204.79.197.219,443,40,0.000163000
10.6.12.157,204.79.197.219,204.79.197.219,443,40,0.000142000
10.6.12.157,204.79.197.219,204.79.197.219,443,40,0.000131000
10.6.12.157,204.79.197.219,204.79.197.219,443,40,0.000108000
10.6.12.157,204.79.197.219,204.79.197.219,443,40,0.000103000
10.6.12.157,204.79.197.219,204.79.197.219,443,40,0.000086000
10.6.12.157,204.79.197.219,204.79.197.219,443,40,0.000080000
10.6.12.157,204.79.197.219,204.79.197.219,443,40,0.000053000
10.6.12.157,204.79.197.219,204.79.197.219,443,300,0.000299000
10.6.12.157,204.79.197.219,204.79.197.219,443,198,0.005010000
10.6.12.157,204.79.197.219,204.79.197.219,443,139,0.000374000
10.6.12.157,204.79.197.200,204.79.197.200,443,78,0.000797000
10.6.12.157,204.79.197.200,204.79.197.200,443,78,0.000177000
10.6.12.157,204.79.197.200,204.79.197.200,443,648,0.000165000
10.6.12.157,204.79.197.200,204.79.197.200,443,52,3.811116000
10.6.12.157,204.79.197.200,204.79.197.200,443,52,2.783688000
10.6.12.157,204.79.197.200,204.79.197.200,443,40,0.796763000
10.6.12.157,204.79.197.200,204.79.197.200,443,40,0.095653000
10.6.12.157,204.79.197.200,204.79.197.200,443,40,0.087903000
10.6.12.157,204.79.197.200,204.79.197.200,443,40,0.086101000
10.6.12.157,204.79.197.200,204.79.197.200,443,40,0.084432000
10.6.12.157,204.79.197.200,204.79.197.200,443,40,0.083292000
10.6.12.157,204.79.197.200,204.79.197.200,443,40,0.081065000
10.6.12.157,204.79.197.200,204.79.197.200,443,40,0.077201000
10.6.12.157,204.79.197.200,204.79.197.200,443,40,0.066166000
10.6.12.157,204.79.197.200,204.79.197.200,443,40,0.028765000
10.6.12.157,204.79.197.200,204.79.197.200,443,40,0.014881000
10.6.12.157,204.79.197.200,204.79.197.200,443,40,0.003141000
10.6.12.157,204.79.197.200,204.79.197.200,443,40,0.000722000
10.6.12.157,204.79.197.200,204.79.197.200,443,40,0.000213000
10.6.12.157,204.79.197.200,204.79.197.200,443,393,0.000007000
10.6.12.157,204.79.197.200,204.79.197.200,443,238,0.007621000
10.6.12.157,204.79.197.200,204.79.197.200,443,238,0.002511000
10.6.12.157,204.79.197.200,204.79.197.200,443,198,0.015403000
10.6.12.157,204.79.197.200,204.79.197.200,443,198,0.004757000
10.6.12.157,204.79.197.200,204.79.197.200,443,1500,0.002248000
10.6.12.157,204.79.197.200,204.79.197.200,443,127,0.010400000
10.6.12.157,204.79.197.200,204.79.197.200,443,127,0.000852000
10.6.12.157,191.232.139.2,191.232.139.2,443,78,0.000215000
10.6.12.157,191.232.139.2,191.232.139.2,443,78,0.000102000
10.6.12.157,191.232.139.2,191.232.139.2,443,756,0.000005000
10.6.12.157,191.232.139.2,191.232.139.2,443,52,0.110979000
10.6.12.157,191.232.139.2,191.232.139.2,443,52,0.000523000
10.6.12.157,191.232.139.2,191.232.139.2,443,40,0.161700000
10.6.12.157,191.232.139.2,191.232.139.2,443,40,0.155269000
10.6.12.157,191.232.139.2,191.232.139.2,443,40,0.149859000
10.6.12.157,191.232.139.2,191.232.139.2,443,40,0.147258000
10.6.12.157,191.232.139.2,191.232.139.2,443,40,0.139399000
10.6.12.157,191.232.139.2,191.232.139.2,443,40,0.081185000
10.6.12.157,191.232.139.2,191.232.139.2,443,40,0.041694000
10.6.12.157,191.232.139.2,191.232.139.2,443,40,0.027852000
10.6.12.157,191.232.139.2,191.232.139.2,443,40,0.011266000
10.6.12.157,191.232.139.2,191.232.139.2,443,40,0.009223000
10.6.12.157,191.232.139.2,191.232.139.2,443,40,0.007930000
10.6.12.157,191.232.139.2,191.232.139.2,443,40,0.000129000
10.6.12.157,191.232.139.2,191.232.139.2,443,288,0.000239000
10.6.12.157,191.232.139.2,191.232.139.2,443,258,0.000256000
10.6.12.157,191.232.139.2,191.232.139.2,443,258,0.000192000
10.6.12.157,191.232.139.2,191.232.139.2,443,256,0.001732000
10.6.12.157,191.232.139.2,191.232.139.2,443,1500,0.000183000
10.6.12.157,191.232.139.2,191.232.139.2,443,1500,0.000165000
10.6.12.157,191.232.139.2,191.232.139.2,443,1500,0.000012000
10.6.12.157,191.232.139.2,191.232.139.2,443,1500,0.000009000
10.6.12.157,191.232.139.2,191.232.139.2,443,1500,0.000006000
10.6.12.157,191.232.139.2,191.232.139.2,443,1500,0.000005000
10.6.12.157,191.232.139.2,191.232.139.2,443,1348,0.000005000
10.6.12.157,191.232.139.2,191.232.139.2,443,133,0.011651000
10.6.12.157,191.232.139.2,191.232.139.2,443,133,0.001689000
10.6.12.157,191.232.139.2,191.232.139.2,443,127,0.128653000
10.6.12.157,191.232.139.2,191.232.139.2,443,127,0.044912000
10.6.12.157,172.93.120.242,172.93.120.242,443,619,0.000475000
10.6.12.157,172.93.120.242,172.93.120.242,443,557,0.002891000
10.6.12.157,172.93.120.242,172.93.120.242,443,52,3.530389000
10.6.12.157,172.93.120.242,172.93.120.242,443,40,4.661006000
10.6.12.157,172.93.120.242,172.93.120.242,443,40,1.229257000
10.6.12.157,172.93.120.242,172.93.120.242,443,40,0.205128000
10.6.12.157,172.93.120.242,172.93.120.242,443,40,0.156312000
10.6.12.157,172.93.120.242,172.93.120.242,443,40,0.150960000
10.6.12.157,172.93.120.242,172.93.120.242,443,40,0.148842000
10.6.12.157,172.93.120.242,172.93.120.242,443,40,0.100281000
10.6.12.157,172.93.120.242,172.93.120.242,443,40,0.056841000
10.6.12.157,172.93.120.242,172.93.120.242,443,40,0.047748000
10.6.12.157,172.93.120.242,172.93.120.242,443,40,0.022296000
10.6.12.157,172.93.120.242,172.93.120.242,443,40,0.007172000
10.6.12.157,172.93.120.242,172.93.120.242,443,40,0.006673000
10.6.12.157,172.93.120.242,172.93.120.242,443,40,0.005811000
10.6.12.157,172.93.120.242,172.93.120.242,443,40,0.004185000
10.6.12.157,172.93.120.242,172.93.120.242,443,40,0.002743000
10.6.12.157,172.93.120.242,172.93.120.242,443,40,0.001157000
10.6.12.157,172.93.120.242,172.93.120.242,443,40,0.000960000
10.6.12.157,172.93.120.242,172.93.120.242,443,40,0.000873000
10.6.12.157,172.93.120.242,172.93.120.242,443,40,0.000636000
10.6.12.157,172.93.120.242,172.93.120.242,443,40,0.000550000
10.6.12.157,172.93.120.242,172.93.120.242,443,40,0.000548000
10.6.12.157,172.93.120.242,172.93.120.242,443,40,0.000533000
10.6.12.157,172.93.120.242,172.93.120.242,443,40,0.000423000
10.6.12.157,172.93.120.242,172.93.120.242,443,40,0.000397000
10.6.12.157,172.93.120.242,172.93.120.242,443,40,0.000395000
10.6.12.157,172.93.120.242,172.93.120.242,443,40,0.000389000
10.6.12.157,172.93.120.242,172.93.120.242,443,40,0.000375000
10.6.12.157,172.93.120.242,172.93.120.242,443,40,0.000365000
10.6.12.157,172.93.120.242,172.93.120.242,443,40,0.000327000
10.6.12.157,172.93.120.242,172.93.120.242,443,40,0.000309000
10.6.12.157,172.93.120.242,172.93.120.242,443,40,0.000253000
10.6.12.157,172.93.120.242,172.93.120.242,443,40,0.000216000
10.6.12.157,172.93.120.242,172.93.120.242,443,40,0.000200000
10.6.12.157,172.93.120.242,172.93.120.242,443,40,0.000191000
10.6.12.157,172.93.120.242,172.93.120.242,443,40,0.000174000
10.6.12.157,172.93.120.242,172.93.120.242,443,40,0.000172000
10.6.12.157,172.93.120.242,172.93.120.242,443,40,0.000116000
10.6.12.157,172.93.120.242,172.93.120.242,443,40,0.000107000
10.6.12.157,172.93.120.242,172.93.120.242,443,40,0.000105000
10.6.12.157,172.93.120.242,172.93.120.242,443,40,0.000104000
10.6.12.157,172.93.120.242,172.93.120.242,443,40,0.000093000
10.6.12.157,172.93.120.242,172.93.120.242,443,40,0.000091000
10.6.12.157,172.93.120.242,172.93.120.242,443,40,0.000073000
10.6.12.157,172.93.120.242,172.93.120.242,443,40,0.000071000
10.6.12.157,172.93.120.242,172.93.120.242,443,104,0.040208000
10.6.12.157,13.107.42.23,13.107.42.23,443,78,0.006012000
10.6.12.157,13.107.42.23,13.107.42.23,443,687,0.098228000
10.6.12.157,13.107.42.23,13.107.42.23,443,557,0.000398000
10.6.12.157,13.107.42.23,13.107.42.23,443,52,3.031933000
10.6.12.157,13.107.42.23,13.107.42.23,443,52,0.085460000
10.6.12.157,13.107.42.23,13.107.42.23,443,515,0.000975000
10.6.12.157,13.107.42.23,13.107.42.23,443,40,0.104449000
10.6.12.157,13.107.42.23,13.107.42.23,443,40,0.088725000
10.6.12.157,13.107.42.23,13.107.42.23,443,40,0.087089000
10.6.12.157,13.107.42.23,13.107.42.23,443,40,0.081001000
10.6.12.157,13.107.42.23,13.107.42.23,443,40,0.069625000
10.6.12.157,13.107.42.23,13.107.42.23,443,40,0.067093000
10.6.12.157,13.107.42.23,13.107.42.23,443,40,0.037539000
10.6.12.157,13.107.42.23,13.107.42.23,443,40,0.031516000
10.6.12.157,13.107.42.23,13.107.42.23,443,40,0.027686000
10.6.12.157,13.107.42.23,13.107.42.23,443,40,0.003958000
10.6.12.157,13.107.42.23,13.107.42.23,443,40,0.001899000
10.6.12.157,13.107.42.23,13.107.42.23,443,40,0.000799000
10.6.12.157,13.107.42.23,13.107.42.23,443,40,0.000587000
10.6.12.157,13.107.42.23,13.107.42.23,443,40,0.000490000
10.6.12.157,13.107.42.23,13.107.42.23,443,40,0.000472000
10.6.12.157,13.107.42.23,13.107.42.23,443,40,0.000466000
10.6.12.157,13.107.42.23,13.107.42.23,443,40,0.000278000
10.6.12.157,13.107.42.23,13.107.42.23,443,40,0.000277000
10.6.12.157,13.107.42.23,13.107.42.23,443,40,0.000244000
10.6.12.157,13.107.42.23,13.107.42.23,443,40,0.000222000
10.6.12.157,13.107.42.23,13.107.42.23,443,40,0.000222000
10.6.12.157,13.107.42.23,13.107.42.23,443,40,0.000176000
10.6.12.157,13.107.42.23,13.107.42.23,443,40,0.000088000
10.6.12.157,13.107.42.23,13.107.42.23,443,228,0.002388000
10.6.12.157,13.107.42.23,13.107.42.23,443,198,0.011683000
10.6.12.157,13.107.42.23,13.107.42.23,443,198,0.004658000
10.6.12.157,13.107.42.23,13.107.42.23,443,139,0.002148000
10.6.12.157,13.107.246.10,13.107.246.10,443,78,0.000104000
10.6.12.157,13.107.246.10,13.107.246.10,443,52,1.659745000
10.6.12.157,13.107.246.10,13.107.246.10,443,40,0.087998000
10.6.12.157,13.107.246.10,13.107.246.10,443,40,0.049854000
10.6.12.157,13.107.246.10,13.107.246.10,443,40,0.027967000
10.6.12.157,13.107.246.10,13.107.246.10,443,40,0.021949000
10.6.12.157,13.107.246.10,13.107.246.10,443,40,0.020890000
10.6.12.157,13.107.246.10,13.107.246.10,443,40,0.000867000
10.6.12.157,13.107.246.10,13.107.246.10,443,280,0.000115000
10.6.12.157,13.107.246.10,13.107.246.10,443,248,0.001664000
10.6.12.157,13.107.246.10,13.107.246.10,443,198,0.009069000
10.6.12.157,13.107.246.10,13.107.246.10,443,1451,0.000206000
10.6.12.157,13.107.246.10,13.107.246.10,443,127,0.003594000
10.6.12.157,104.28.3.248,104.28.3.248,443,78,0.000170000
10.6.12.157,104.28.3.248,104.28.3.248,443,52,4.182412000
10.6.12.157,104.28.3.248,104.28.3.248,443,40,0.542041000
10.6.12.157,104.28.3.248,104.28.3.248,443,40,0.105158000
10.6.12.157,104.28.3.248,104.28.3.248,443,40,0.091610000
10.6.12.157,104.28.3.248,104.28.3.248,443,40,0.091182000
10.6.12.157,104.28.3.248,104.28.3.248,443,40,0.085969000
10.6.12.157,104.28.3.248,104.28.3.248,443,40,0.001102000
10.6.12.157,104.28.3.248,104.28.3.248,443,40,0.000413000
10.6.12.157,104.28.3.248,104.28.3.248,443,234,0.000951000
10.6.12.157,104.28.3.248,104.28.3.248,443,189,0.000191000
10.6.12.157,104.28.3.248,104.28.3.248,443,133,0.006878000
10.6.12.157,104.28.3.248,104.28.3.248,443,127,0.002976000
